Episode,Steps,Foods,C1,C2,Eat,Actor,Alpha,Reward,EatEps,PRBBeta,Stuck,OnFoodWaitMax
29,21,1,0.0,0.0,0.0,0.0,0.20000000298023224,-99.56,0.02,0.4,21,1
30,43,5,0.0,0.0,0.0,0.0,0.20000000298023224,-61.02999999999999,0.02,0.4,43,0
31,51,2,0.0,0.0,0.0,0.0,0.20000000298023224,-91.00999999999998,0.02,0.4,51,0
32,24,1,0.0,0.0,0.0,0.0,0.20000000298023224,-94.13999999999999,0.02,0.4,24,1
33,53,4,0.0,0.0,0.0,0.0,0.20000000298023224,-92.58999999999999,0.02,0.4,53,2
34,16,1,0.0,0.0,0.0,0.0,0.20000000298023224,-100.15999999999997,0.02,0.4,16,0
35,10,1,0.0,0.0,0.0,0.0,0.20000000298023224,-100.09999999999998,0.02,0.4,10,0
36,11,1,0.0,0.0,0.0,0.0,0.20000000298023224,-100.10999999999999,0.02,0.4,11,0
37,13,1,0.0,0.0,0.0,0.0,0.20000000298023224,-103.25,0.02,0.4,13,2
38,42,6,0.0,0.0,0.0,0.0,0.20000000298023224,-71.89999999999999,0.02,0.4,42,1
39,29,2,0.0,0.0,0.0,0.0,0.20000000298023224,-109.88999999999999,0.02,0.4,29,1
40,24,3,0.0,0.0,0.0,0.0,0.20000000298023224,-89.38,0.02,0.4,24,1
41,46,6,0.0,0.0,0.0,0.0,0.20000000298023224,-72.97,0.02,0.4,46,1
42,11,0,0.0,0.0,0.0,0.0,0.20000000298023224,-112.90999999999998,0.02,0.4,11,0
43,31,3,0.0,0.0,0.0,0.0,0.20000000298023224,-82.42999999999999,0.02,0.4,31,1
44,32,2,0.0,0.0,0.0,0.0,0.20000000298023224,-99.31999999999998,0.02,0.4,32,1
45,23,1,0.0,0.0,0.0,0.0,0.20000000298023224,-99.53,0.02,0.4,23,1
46,36,1,0.0,0.0,0.0,0.0,0.20000000298023224,-90.50999999999999,0.02,0.4,36,0
47,22,0,0.0,0.0,0.0,0.0,0.20000000298023224,-110.22,0.02,0.4,22,0
48,43,3,0.0,0.0,0.0,0.0,0.20000000298023224,-102.43,0.02,0.4,43,1
49,36,1,0.0,0.0,0.0,0.0,0.20000000298023224,-96.83999999999995,0.02,0.4,36,2
50,26,2,0.0,0.0,0.0,0.0,0.20000000298023224,-80.25999999999999,0.02,0.4,26,0
51,15,1,0.0,0.0,0.0,0.0,0.20000000298023224,-91.21,0.02,0.4,15,1
52,9,1,0.0,0.0,0.0,0.0,0.20000000298023224,-111.60999999999999,0.02,0.4,9,1
53,20,3,0.0,0.0,0.0,0.0,0.20000000298023224,-98.39999999999998,0.02,0.4,20,1
54,24,2,0.0,0.0,0.0,0.0,0.20000000298023224,-80.24000000000002,0.02,0.4,24,0
55,11,0,0.0,0.0,0.0,0.0,0.20000000298023224,-110.10999999999999,0.02,0.4,11,0
56,17,2,0.0,0.0,0.0,0.0,0.20000000298023224,-90.49999999999999,0.02,0.4,17,1
57,57,5,0.0,0.0,0.0,0.0,0.20000000298023224,-53.900000000000006,0.02,0.4,57,1
58,25,1,0.0,0.0,0.0,0.0,0.20000000298023224,-111.04999999999998,0.02,0.4,25,1
59,30,2,0.0,0.0,0.0,0.0,0.20000000298023224,-83.23999999999998,0.02,0.4,30,1
60,33,1,0.0,0.0,0.0,0.0,0.20000000298023224,-93.88,0.02,0.4,33,0
61,37,3,0.0,0.0,0.0,0.0,0.20000000298023224,-81.73,0.02,0.4,37,1
62,9,0,0.0,0.0,0.0,0.0,0.20000000298023224,-100.09,0.02,0.4,9,0
63,20,1,0.0,0.0,0.0,0.0,0.20000000298023224,-91.85999999999999,0.02,0.4,20,1
64,28,2,0.0,0.0,0.0,0.0,0.20000000298023224,-101.32,0.02,0.4,28,1
65,24,1,0.0,0.0,0.0,0.0,0.20000000298023224,-100.24000000000001,0.02,0.4,24,0
66,20,1,0.0,0.0,0.0,0.0,0.20000000298023224,-100.19999999999999,0.02,0.4,20,0
67,18,2,0.0,0.0,0.0,0.0,0.20000000298023224,-80.18,0.02,0.4,18,0
68,19,0,0.0,0.0,0.0,0.0,0.20000000298023224,-110.33999999999999,0.02,0.4,19,0
69,45,4,0.0,0.0,0.0,0.0,0.20000000298023224,-79.77,0.02,0.4,45,2
70,42,2,0.0,0.0,0.0,0.0,0.20000000298023224,-92.26999999999998,0.02,0.4,42,1
71,20,0,0.0,0.0,0.0,0.0,0.20000000298023224,-100.19999999999999,0.02,0.4,20,0
72,44,3,0.0,0.0,0.0,0.0,0.20000000298023224,-98.18999999999998,0.02,0.4,44,1
73,41,4,0.0,0.0,0.0,0.0,0.20000000298023224,-83.71999999999997,0.02,0.4,41,2
74,17,1,0.0,0.0,0.0,0.0,0.20000000298023224,-100.16999999999999,0.02,0.4,17,0
75,10,1,0.0,0.0,0.0,0.0,0.20000000298023224,-90.1,0.02,0.4,10,0
76,37,3,0.0,0.0,0.0,0.0,0.20000000298023224,-101.32,0.02,0.4,37,2
77,26,3,0.0,0.0,0.0,0.0,0.20000000298023224,-92.91999999999999,0.02,0.4,26,1
78,57,3,0.0,0.0,0.0,0.0,0.20000000298023224,-104.22,0.02,0.4,57,2
79,30,2,0.0,0.0,0.0,0.0,0.20000000298023224,-80.3,0.02,0.4,30,0
80,7,0,0.0,0.0,0.0,0.0,0.20000000298023224,-100.07,0.02,0.4,7,0
81,21,2,0.0,0.0,0.0,0.0,0.20000000298023224,-90.00999999999999,0.02,0.4,21,1
82,40,7,0.0,0.0,0.0,0.0,0.20000000298023224,-52.8,0.02,0.4,40,1
83,22,1,0.0,0.0,0.0,0.0,0.20000000298023224,-99.82,0.02,0.4,22,1
84,21,1,0.0,0.0,0.0,0.0,0.20000000298023224,-92.44999999999999,0.02,0.4,21,1
85,24,3,0.0,0.0,0.0,0.0,0.20000000298023224,-90.52000000000001,0.02,0.4,24,1
86,15,0,0.0,0.0,0.0,0.0,0.20000000298023224,-100.14999999999999,0.02,0.4,15,0
87,30,2,0.0,0.0,0.0,0.0,0.20000000298023224,-91.42,0.02,0.4,30,1
88,29,2,0.0,0.0,0.0,0.0,0.20000000298023224,-108.43999999999998,0.02,0.4,29,1
89,15,1,0.0,0.0,0.0,0.0,0.20000000298023224,-90.14999999999999,0.02,0.4,15,0
90,26,2,0.0,0.0,0.0,0.0,0.20000000298023224,-89.25999999999999,0.02,0.4,26,1
91,32,0,0.0,0.0,0.0,0.0,0.20000000298023224,-111.46999999999998,0.02,0.4,32,0
92,33,3,0.0,0.0,0.0,0.0,0.20000000298023224,-84.13999999999999,0.02,0.4,33,2
93,30,1,0.0,0.0,0.0,0.0,0.20000000298023224,-109.29999999999998,0.02,0.4,30,1
94,29,1,0.0,0.0,0.0,0.0,0.20000000298023224,-91.09,0.02,0.4,29,0
95,22,1,0.0,0.0,0.0,0.0,0.20000000298023224,-92.12,0.02,0.4,22,0
96,18,2,0.0,0.0,0.0,0.0,0.20000000298023224,-89.32999999999998,0.02,0.4,18,1
97,9,0,0.0,0.0,0.0,0.0,0.20000000298023224,-100.09,0.02,0.4,9,0
98,29,2,0.0,0.0,0.0,0.0,0.20000000298023224,-99.84,0.02,0.4,29,1
99,30,1,0.0,0.0,0.0,0.0,0.20000000298023224,-99.65,0.02,0.4,30,1
100,42,3,0.0,0.0,0.0,0.0,0.20000000298023224,-70.72,0.02,0.4,42,0
101,17,0,0.0,0.0,0.0,0.0,0.20000000298023224,-100.16999999999999,0.02,0.4,17,0
102,15,1,0.0,0.0,0.0,0.0,0.20000000298023224,-91.24000000000001,0.02,0.4,15,1
103,24,1,0.0,0.0,0.0,0.0,0.20000000298023224,-99.84,0.02,0.4,24,1
104,20,2,0.0,0.0,0.0,0.0,0.20000000298023224,-83.46,0.02,0.4,20,1
105,18,1,0.0,0.0,0.0,0.0,0.20000000298023224,-99.33,0.02,0.4,18,1
106,14,1,0.0,0.0,0.0,0.0,0.20000000298023224,-99.13999999999999,0.02,0.4,14,1
107,27,1,0.0,0.0,0.0,0.0,0.20000000298023224,-100.32,0.02,0.4,27,1
108,21,2,0.0,0.0,0.0,0.0,0.20000000298023224,-81.9,0.02,0.4,21,1
109,15,0,0.0,0.0,0.0,0.0,0.20000000298023224,-100.14999999999999,0.02,0.4,15,0
110,24,1,0.0,0.0,0.0,0.0,0.20000000298023224,-91.41,0.02,0.4,24,1
111,30,4,0.0,0.0,0.0,0.0,0.20000000298023224,-79.30000000000001,0.02,0.4,30,1
112,9,0,0.0,0.0,0.0,0.0,0.20000000298023224,-100.09,0.02,0.4,9,0
113,23,0,0.0,0.0,0.0,0.0,0.20000000298023224,-111.92999999999999,0.02,0.4,23,0
114,12,0,0.0,0.0,0.0,0.0,0.20000000298023224,-100.11999999999998,0.02,0.4,12,0
115,34,3,0.0,0.0,0.0,0.0,0.20000000298023224,-100.48999999999998,0.02,0.4,34,1
116,33,2,157.3163185119629,160.08527755737305,0.0,0.0450636658933945,0.19976012408733368,-95.07999999999998,0.02,0.4004,33,3
117,39,2,239.77480531350162,242.20733525202826,0.0,0.5703590796926082,0.19741863012313843,-80.69,0.02,0.40429999999999955,39,0
118,27,2,266.1363033718533,267.45625983344183,0.0,1.6815382772021823,0.1958264708518982,-101.66999999999999,0.02,0.40699999999999925,27,1
119,129,16,191.5743855912556,191.6115303335264,0.0,5.671582018682199,0.18931975960731506,-7.139999999999979,0.02,0.41989999999999783,129,1
120,36,7,144.96098624335394,144.94179471333823,0.0,7.064963658650716,0.18776331841945648,-58.76,0.02,0.42349999999999743,36,1
121,16,2,159.6286859512329,159.68493032455444,0.0,7.368317604064941,0.18710388243198395,-90.71999999999998,0.02,0.42509999999999726,16,1
122,25,3,138.37832580566408,138.73126037597658,0.0,7.692408180236816,0.18611674010753632,-88.25,0.02,0.427599999999997,25,1
123,30,5,141.59012883504232,141.89562352498373,0.0,8.343345657984417,0.18499433994293213,-70.13999999999999,0.02,0.43059999999999665,30,1
124,84,14,134.27739506676085,134.91870789300827,0.0,8.851089250473748,0.18216365575790405,26.759999999999998,0.02,0.4389999999999957,84,1
125,178,19,106.8145681659827,107.32593343499002,0.0,10.34587575076671,0.17748159170150757,163.01999999999973,0.02,0.45679999999999377,178,2
126,150,13,85.67458407084148,86.2013370513916,0.0,10.89154691696167,0.1744740605354309,-45.889999999999944,0.02,0.4717999999999921,150,1
127,187,17,69.68211561600792,70.05029231596758,0.0,11.390509319815406,0.17109477519989014,115.5499999999999,0.02,0.49049999999999006,187,2
128,189,13,60.37188027397035,60.78956969326766,0.0,11.225965202170075,0.16804441809654236,5.519999999999662,0.02,0.509399999999988,189,1
129,203,17,51.335186483824785,51.636111188991904,0.0,11.348401360911101,0.16535864770412445,129.59999999999988,0.02,0.5296999999999857,203,2
130,241,18,46.586273201273684,46.7873979149023,0.0,11.097935880368182,0.16300316154956818,43.53999999999982,0.02,0.5537999999999831,241,1
131,76,5,43.69473161195454,43.873635944567226,0.0,10.740649762906527,0.16242669522762299,-81.90999999999998,0.02,0.5613999999999822,76,2
132,210,14,40.031519944327215,40.10323360988072,0.0,10.861473262877691,0.16072534024715424,-9.160000000000117,0.02,0.5823999999999799,210,1
133,252,16,36.377361903114924,36.49122467873588,0.0,10.511343486725337,0.15689285099506378,51.47999999999976,0.02,0.6075999999999772,252,1
134,359,22,31.515279506906495,31.611712811717084,0.0,10.560114565666007,0.1490846425294876,178.7100000000004,0.02,0.6434999999999732,359,1
135,220,17,29.405371687629007,29.577154701406304,0.0,10.281692253459584,0.14389802515506744,27.729999999999748,0.02,0.6654999999999708,220,2
136,150,10,27.35103655497233,27.501764488220214,0.0,10.271047023137411,0.14032085239887238,-47.05000000000001,0.02,0.6804999999999691,150,1
137,52,2,26.148714047211868,26.251691359740036,0.0,10.47828526680286,0.13896965980529785,-89.61999999999996,0.02,0.6856999999999686,52,2
138,287,14,25.179409778076597,25.28235824930543,0.0,10.183153863567924,0.13157974183559418,0.31999999999985107,0.02,0.7143999999999654,287,2
139,163,19,22.120945953884007,22.16372874324307,0.0,9.7631939086446,0.1276429444551468,168.28999999999988,0.02,0.7306999999999636,163,1
140,205,16,20.905621200654565,21.000911852208578,0.0,9.535524861405536,0.12286366522312164,-28.28000000000003,0.02,0.7511999999999613,205,1
141,262,17,19.026465880051823,19.095232113627077,0.0,9.522009953287721,0.11645834892988205,128.77999999999986,0.02,0.7773999999999585,262,1
142,254,17,17.097213294562394,17.232997830458512,0.0,9.258090666898593,0.11028960347175598,42.17999999999981,0.02,0.8027999999999557,254,3
143,239,17,15.986191939110537,16.139795112809377,0.0,8.688504833556618,0.10465081036090851,110.95999999999984,0.02,0.826699999999953,239,3
144,287,15,15.271998538372824,15.44662630931841,0.0,8.57822834074705,0.09848736971616745,22.009999999999607,0.02,0.8553999999999499,287,2
145,243,14,13.418740141048353,13.598014350781225,0.0,8.481395491847286,0.09297473728656769,-4.1699999999998525,0.02,0.8796999999999472,243,2
146,232,14,12.45148028793006,12.601624858276598,0.0,8.340189477493023,0.08869487047195435,40.21999999999954,0.02,0.9028999999999446,232,2
147,308,20,11.51196023241266,11.688704448086876,0.0,8.345744778583576,0.08366609364748001,145.45999999999955,0.02,0.9336999999999412,308,2
148,324,19,10.142453715757087,10.281563373995416,0.0,8.002085958733971,0.07937020063400269,58.74999999999954,0.02,0.9660999999999377,324,2
149,63,5,9.948871211400109,10.121187747470916,0.0,8.00206060258169,0.07832200080156326,-96.97999999999999,0.02,0.972399999999937,63,1
150,312,17,9.302720993757248,9.406673114269207,0.0,8.064585369366865,0.07388266921043396,143.44999999999948,0.02,1.0,312,2
151,234,11,8.72346827107617,8.874026771794018,0.0,7.853161801639785,0.07086775451898575,-11.579999999999949,0.02,1.0,234,1
152,165,14,8.430769757791,8.54455353418986,0.0,7.730388441952792,0.0686294361948967,-10.720000000000013,0.02,1.0,165,1
153,253,17,8.474676216072716,8.600751919708705,0.0,7.622405265159758,0.06553642451763153,143.80999999999977,0.02,1.0,253,2
154,235,19,8.376530152178825,8.500450553285315,0.0,7.645129830786522,0.06270026415586472,161.32999999999967,0.02,1.0,235,2
155,226,20,8.431368330938627,8.563804585321815,0.0,7.6018033291386296,0.060134515166282654,175.00999999999982,0.02,1.0,226,2
156,194,16,8.197557931708307,8.305995972500634,0.0,7.6141625458432225,0.05798804387450218,1.1999999999998465,0.02,1.0,194,1
157,232,13,8.194584322900608,8.315250386451853,0.0,7.719649113457779,0.05550859495997429,0.8999999999999488,0.02,1.0,232,1
158,292,20,8.64170503616333,8.742677332603769,0.0,7.6846040601599706,0.05267126113176346,157.69999999999953,0.02,1.0,292,1
159,177,12,7.9599726631143,8.07471777086204,0.0,7.393141121514099,0.0506543293595314,-24.18999999999984,0.02,1.0,177,1
160,258,14,7.980722054954647,8.108618317648421,0.0,7.384643807891727,0.04787284880876541,12.749999999999872,0.02,1.0,258,1
161,246,20,7.88773834026926,7.966664459162612,0.0,7.488555045631843,0.04517122358083725,132.0299999999999,0.02,1.0,246,1
162,341,18,7.558544726315831,7.673769265675475,0.0,7.28834133903302,0.04162801057100296,48.90999999999934,0.02,1.0,341,2
163,246,17,6.876689219377874,6.987905673379821,0.0,7.1349843614469695,0.03946454077959061,117.84999999999994,0.02,1.0,246,1
164,42,1,7.54517526285989,7.593404900460016,0.0,7.43458612759908,0.0391705259680748,-98.36999999999998,0.02,1.0,42,0
165,244,17,6.983578237353778,7.075258593090245,0.0,7.210904476095418,0.03720395267009735,156.35999999999976,0.02,1.0,244,1
166,132,4,7.328664803143703,7.426258145859747,0.0,7.1737765507264575,0.03602181002497673,-70.31000000000002,0.02,1.0,132,1
167,257,19,7.39520675291811,7.4787253776876845,0.0,7.156816924128551,0.03428680822253227,150.1099999999997,0.02,1.0,257,1
168,194,14,7.3856313904536135,7.489715493216957,0.0,6.89446448419512,0.03305741399526596,92.32000000000004,0.02,1.0,194,1
169,207,16,7.48582645257314,7.597569126149883,0.0,6.753916924702373,0.03179027885198593,5.839999999999868,0.02,1.0,207,1
170,274,14,7.2446800439897245,7.34246857714479,0.0,6.599181907020346,0.030366666615009308,10.899999999999764,0.02,1.0,274,2
171,262,12,7.4459360942585775,7.542278527303506,0.0,6.700470503959947,0.028670890256762505,13.639999999999922,0.02,1.0,262,2
172,288,13,7.372697411725919,7.484420067320268,0.0,6.612316661410862,0.02746148221194744,-8.189999999999749,0.02,1.0,288,1
173,237,18,7.029755287532565,7.1016604050302305,0.0,6.739161461214476,0.026316223666071892,41.42999999999998,0.02,1.0,237,1
174,216,18,6.966560592805898,7.092569542703806,0.0,6.3450531253108275,0.025104347616434097,58.81999999999999,0.02,1.0,216,1
175,232,14,7.020643850852704,7.116188417220938,0.0,6.4386796273034195,0.023807767778635025,113.04999999999978,0.02,1.0,232,1
176,27,2,6.683239592446221,6.782441187787939,0.0,6.391684726432517,0.02367810346186161,-90.35,0.02,1.0,27,1
177,222,17,7.041258847122794,7.162226927710009,0.0,6.441688174599999,0.022541269659996033,48.77999999999961,0.02,1.0,222,1
178,277,19,6.8942538439581975,6.985564972949803,0.0,6.448501917429349,0.02120443433523178,150.30999999999955,0.02,1.0,277,2
179,227,20,6.757291845288045,6.879006055483209,0.0,6.354755634778397,0.020196177065372467,151.0799999999998,0.02,1.0,227,1
180,183,19,7.066959715280377,7.145311676739343,0.0,6.19449954345578,0.019402235746383667,57.86999999999974,0.02,1.0,183,1
181,207,12,6.919029872198611,7.085325883782429,0.0,6.258364866321213,0.01836792379617691,-19.45999999999995,0.02,1.0,207,1
182,210,17,6.905120861530304,7.048706854525067,0.0,6.166381432896569,0.017400585114955902,129.04999999999978,0.02,1.0,210,1
183,180,16,6.919507747888565,7.046039485269123,0.0,5.911913810835944,0.016582606360316277,5.330000000000034,0.02,1.0,180,1
184,274,16,6.573051338213204,6.738915476920831,0.0,5.902485984955391,0.015525450929999352,139.3299999999997,0.02,1.0,274,2
185,237,22,6.829655313290624,6.980789149863811,0.0,5.778657053090349,0.014615513384342194,201.4600000000004,0.02,1.0,237,1
186,372,22,6.778602405260968,6.93349874852806,0.0,5.668447659861657,0.013280844315886497,160.95999999999975,0.02,1.0,372,1
187,74,4,6.827402176083745,6.993693450012723,0.0,5.487413902540465,0.013011431321501732,-82.09,0.02,1.0,74,1
188,303,21,6.623175043870907,6.782771701859955,0.0,5.272403630486416,0.012191633693873882,67.70000000000005,0.02,1.0,303,1
189,238,17,6.434321611368356,6.573566294517837,0.0,5.236031695073392,0.011582178063690662,154.8799999999997,0.02,1.0,238,2
190,214,15,6.918400209640788,7.085224866867065,0.0,5.043777700339522,0.011179988272488117,22.759999999999962,0.02,1.0,214,1
191,251,19,6.7995465433455085,6.9933935641292555,0.0,4.758607724748285,0.010624137707054615,43.12999999999984,0.02,1.0,251,3
192,76,2,5.929587751626968,6.04620351760011,0.0,4.875959465378209,0.010454528965055943,-92.00999999999999,0.02,1.0,76,1
193,269,16,6.517798780951801,6.648680615159216,0.0,4.564528694826431,0.010018130764365196,145.00999999999956,0.02,1.0,269,2
194,177,17,6.46285959488928,6.63471417440533,0.0,4.663401966041091,0.009692211635410786,159.0599999999998,0.02,1.0,177,1
195,255,19,6.708950203072791,6.915951474040162,0.0,4.301231654952554,0.009328094311058521,159.86999999999978,0.02,1.0,255,1
196,180,19,6.206787164343728,6.362756692700916,0.0,3.994362316528956,0.009278737008571625,61.629999999999974,0.02,1.0,180,1
197,185,16,6.320993293942632,6.4749368628940065,0.0,3.8537915390890998,0.00927252322435379,9.929999999999765,0.02,1.0,185,2
198,93,10,6.890750130017598,7.120926113538845,0.0,3.8825232700635026,0.009188158437609673,-8.230000000000004,0.02,1.0,93,0
199,54,0,7.317663788795471,7.436960533813194,0.0,4.170094013214111,0.009149142540991306,-99.69,0.02,1.0,54,0
200,51,0,6.716947158177693,6.867656894758636,0.0,4.055958100393707,0.0091167027130723,-96.81,0.02,1.0,51,0
201,99,1,6.504480390837698,6.672572403243094,0.0,3.8356979037776138,0.009021948091685772,-91.26999999999998,0.02,1.0,99,2
202,224,22,6.610847560422761,6.790955197598253,0.0,3.800719478832824,0.008938209153711796,201.7400000000004,0.02,1.0,224,1
203,214,17,6.683527169940628,6.849896223745613,0.0,3.599382431150597,0.008894077502191067,151.2899999999996,0.02,1.0,214,1
204,142,4,6.598154999000926,6.764632251061184,0.0,3.6798221678800984,0.00872069876641035,-69.44,0.02,1.0,142,1
205,354,20,6.842340553547703,7.015044139603437,0.0,3.5409625391502164,0.008474358357489109,180.09000000000017,0.02,1.0,354,2
206,264,18,6.75753306936134,6.972943859118404,0.0,3.3035116447418025,0.008447298780083656,63.18999999999967,0.02,1.0,264,1
207,60,3,7.105855935811997,7.327721218268077,0.0,3.6074306587378184,0.008412633091211319,-78.22999999999999,0.02,1.0,60,1
208,260,20,6.44491463120167,6.665152038060702,0.0,3.0799649560680757,0.008611319586634636,167.19999999999985,0.02,1.0,260,1
209,214,17,6.728912887172164,6.935194780893415,0.0,3.1214760787019107,0.008695142343640327,151.95999999999975,0.02,1.0,214,1
210,216,17,6.685607988801268,6.87858212546066,0.0,2.894808278867492,0.008777285926043987,150.78999999999982,0.02,1.0,216,1
211,153,10,6.567943848815619,6.720506694581774,0.0,2.799727410114571,0.008854635059833527,-4.1800000000001205,0.02,1.0,153,1
212,318,14,6.635179876531445,6.825988506558557,0.0,2.9354332090361313,0.00872415117919445,31.769999999999612,0.02,1.0,318,2
213,303,20,6.769739110477687,6.961510827439059,0.0,2.6473588659228273,0.00905128289014101,162.73999999999947,0.02,1.0,303,1
214,49,1,6.032200185620055,6.140503586555014,0.0,2.417035422763046,0.009056100621819496,-113.48999999999998,0.02,1.0,49,0
215,230,20,6.417627661901972,6.649030069423758,0.0,2.377603501340617,0.009240342304110527,195.4599999999999,0.02,1.0,230,1
216,52,1,7.019877747847484,7.265540535633381,0.0,2.41416318829243,0.009288878180086613,-98.47,0.02,1.0,52,1
217,218,16,6.5364327004196445,6.759714741772468,0.0,2.333448245830902,0.009821191430091858,130.22999999999976,0.02,1.0,218,1
218,171,17,6.312792146415041,6.503237496342575,0.0,2.3330066355696895,0.010134381242096424,153.66999999999976,0.02,1.0,171,1
219,210,11,6.427448078564235,6.611821180865878,0.0,2.322341233775729,0.010415966622531414,-7.18999999999987,0.02,1.0,210,1
220,156,9,6.867074800607486,7.055675674707461,0.0,2.1369541784605155,0.010755510069429874,-22.490000000000016,0.02,1.0,156,1
221,162,7,6.437185754746567,6.573265567237948,0.0,2.0251982907914083,0.011166439391672611,-39.01000000000002,0.02,1.0,162,2
222,80,3,6.753001897782087,6.970681059360504,0.0,2.043167166097555,0.011417821049690247,-85.97999999999999,0.02,1.0,80,1
223,265,17,6.1861454448609985,6.363415556583765,0.0,1.9700012136180445,0.01175498217344284,152.90999999999968,0.02,1.0,265,1
224,226,17,6.433518691927985,6.655707691623046,0.0,1.8251280723287997,0.012208690866827965,136.40999999999968,0.02,1.0,226,1
225,272,19,6.533155130112872,6.705439254641533,0.0,1.6881796226585077,0.013009588234126568,152.92999999999964,0.02,1.0,272,2
226,200,13,6.574259968996048,6.750531584620476,0.0,1.6254567795665935,0.013454738073050976,2.549999999999997,0.02,1.0,200,1
227,70,7,6.366150690828051,6.543962558678218,0.0,1.6643276989459992,0.013530037365853786,-51.440000000000005,0.02,1.0,70,1
228,231,14,6.525748500576267,6.6795767305733325,0.0,1.763795389822035,0.013775423169136047,35.6499999999996,0.02,1.0,231,1
229,238,17,6.337467838235262,6.518578329006163,0.0,1.7123508737774706,0.013996532186865807,136.22999999999976,0.02,1.0,238,1
230,280,13,6.5391331664153505,6.73284877879279,0.0,1.533588706394325,0.014474672265350819,11.54999999999967,0.02,1.0,280,2
231,298,19,6.594578476960227,6.7646090208284,0.0,1.3290242966226984,0.014674277976155281,159.37999999999965,0.02,1.0,298,1
232,103,10,6.596336107809567,6.807845384171865,0.0,1.286146549960074,0.014920887537300587,-15.41999999999991,0.02,1.0,103,1
233,237,11,6.20634837065065,6.412481132187421,0.0,1.1761162285280378,0.015241316519677639,-2.7199999999998568,0.02,1.0,237,1
234,93,8,6.612043590955837,6.81266914900913,0.0,1.303205217845658,0.015429596416652203,-36.67999999999998,0.02,1.0,93,1
235,217,20,6.3273175301090365,6.474304199768102,0.0,1.226849625153201,0.015883270651102066,148.18999999999974,0.02,1.0,217,1
236,117,7,6.506292123825122,6.631471353463637,0.0,1.0491608689165013,0.01602778770029545,-63.19000000000002,0.02,1.0,117,1
237,216,14,6.588132612959102,6.705814797569205,0.0,1.0223694610882645,0.01638883538544178,131.83999999999995,0.02,1.0,216,1
238,238,20,6.491049743500076,6.676560985440967,0.0,1.0545442869080652,0.016786951571702957,175.2599999999998,0.02,1.0,238,2
